generation,evaluated_individuals,min_fitness,max_fitness,avg_fitness,std_fitness
0,38,1.2094314223252439e-05,1.381423310155395e-05,1.313274867940057e-05,3.8191042415307215e-07
1,40,1.2427605716911271e-05,1.381423310155395e-05,1.3100287820075873e-05,3.478483417552975e-07
2,40,1.2427605716911271e-05,1.381423310155395e-05,1.3203646554835369e-05,3.571889985577139e-07
3,50,1.2427605716911271e-05,1.381423310155395e-05,1.3277295289786777e-05,3.4510742235307225e-07
4,42,1.2427605716911271e-05,1.381423310155395e-05,1.3285566789120313e-05,3.2825650706985966e-07
5,40,1.2898564984848944e-05,1.381423310155395e-05,1.3310721753180265e-05,3.0224350303357934e-07
6,42,1.2898564984848944e-05,1.3629788490690403e-05,1.3321220871650271e-05,2.789533810531016e-07
7,38,1.2898564984848944e-05,1.3629788490690403e-05,1.331425243843422e-05,2.968400470422217e-07
8,44,1.2898564984848944e-05,1.3629788490690403e-05,1.3296487781209397e-05,3.086772751838787e-07
9,35,1.2898564984848944e-05,1.3629788490690403e-05,1.329234182334455e-05,3.0606790505335186e-07
10,44,1.2898564984848944e-05,1.3629788490690403e-05,1.32862856621015e-05,3.2190384853176964e-07
11,46,1.2898564984848944e-05,1.3629788490690403e-05,1.3286425798286839e-05,3.309134018020574e-07
12,42,1.2898564984848944e-05,1.3629788490690403e-05,1.3327458225944605e-05,3.206740761230637e-07
13,44,1.2898564984848944e-05,1.3629788490690403e-05,1.3345530048932263e-05,3.116848493849948e-07
14,44,1.2898564984848944e-05,1.3629788490690403e-05,1.3380366179161636e-05,3.0142292493005e-07
15,44,1.2898564984848944e-05,1.3629788490690403e-05,1.3380368916416203e-05,3.0454199722443625e-07
16,38,1.2898564984848944e-05,1.3629788490690403e-05,1.3322275571410675e-05,3.0442271913896257e-07
17,47,1.2898564984848944e-05,1.3629788490690403e-05,1.3266386499315574e-05,2.9912259850563255e-07
18,46,1.3012448438360339e-05,1.3629788490690403e-05,1.3361473732423855e-05,2.9061387957826894e-07
19,39,1.3012448438360339e-05,1.3629788490690403e-05,1.339155499403645e-05,2.967989902177158e-07
20,42,1.3012448438360339e-05,1.3629788490690403e-05,1.3371407769709454e-05,3.036349356365772e-07
21,44,1.3012448438360339e-05,1.3629788490690403e-05,1.3383496827613864e-05,3.016461717710165e-07
22,46,1.3012448438360339e-05,1.3629788490690403e-05,1.3408254865492615e-05,2.9537967018649247e-07
23,46,1.3012448438360339e-05,1.3629788490690403e-05,1.3383561263399408e-05,3.015672376135044e-07
24,40,1.3012448438360339e-05,1.3629788490690403e-05,1.3395908064446016e-05,2.9874473665097093e-07
25,44,1.3012448438360339e-05,1.3629788490690403e-05,1.3371150026567258e-05,3.0393801329451007e-07
26,44,1.3012448438360339e-05,1.3629788490690403e-05,1.3408061558135968e-05,2.9563747053534033e-07
27,44,1.3012448438360339e-05,1.3629788490690403e-05,1.3432884031800267e-05,2.8703646301021907e-07
28,46,1.3012448438360339e-05,1.3629788490690403e-05,1.344490865391913e-05,2.824098406553993e-07
29,40,1.3012448438360339e-05,1.3629788490690403e-05,1.3432497417086976e-05,2.8759977261507427e-07
30,42,1.3012448438360339e-05,1.3629788490690403e-05,1.343243298130143e-05,2.876934998041377e-07
31,46,1.3012448438360339e-05,1.3629788490690403e-05,1.3432368545515879e-05,2.877871820407457e-07
32,48,1.3012448438360339e-05,1.3629788490690403e-05,1.3456997711823536e-05,2.770820167633538e-07
33,40,1.3012448438360339e-05,1.3629788490690403e-05,1.3444586474991388e-05,2.829007519329091e-07
34,38,1.3012448438360339e-05,1.3629788490690403e-05,1.3444586474991384e-05,2.829007519330462e-07
35,32,1.3012448438360339e-05,1.3629788490690403e-05,1.3481626878131187e-05,2.6365552187367745e-07
36,43,1.3012448438360339e-05,1.3629788490690403e-05,1.346928007708459e-05,2.7078648713800223e-07
37,46,1.3012448438360339e-05,1.3629788490690403e-05,1.3419892872898182e-05,2.9243939765927965e-07
38,48,1.3012448438360339e-05,1.3629788490690403e-05,1.3432239673944783e-05,2.8797441183178897e-07
39,40,1.3012448438360339e-05,1.3629788490690403e-05,1.3432239673944785e-05,2.8797441183174407e-07
40,46,1.3012448438360339e-05,1.3629788490690403e-05,1.3469280077084588e-05,2.7078648713800223e-07
41,42,1.3012448438360339e-05,1.3629788490690403e-05,1.3543360883364198e-05,2.142089921579317e-07
42,46,1.3012448438360339e-05,1.3629788490690403e-05,1.3506320480224392e-05,2.469360209319559e-07
43,44,1.3012448438360339e-05,1.3629788490690403e-05,1.3493973679177793e-05,2.557308347074e-07
44,40,1.3012448438360339e-05,1.3629788490690403e-05,1.3531014082317594e-05,2.2632060154636157e-07
45,48,1.3012448438360339e-05,1.3629788490690403e-05,1.3481626878131192e-05,2.6365552187348136e-07
46,50,1.3012448438360339e-05,1.3629788490690403e-05,1.346928007708459e-05,2.7078648713800223e-07
47,42,1.3012448438360339e-05,1.3629788490690403e-05,1.3456933276037988e-05,2.77184996034189e-07
48,38,1.3012448438360339e-05,1.3629788490690403e-05,1.3444586474991388e-05,2.829007519329548e-07
49,44,1.3012448438360339e-05,1.3629788490690403e-05,1.3444586474991384e-05,2.829007519330005e-07
