generation,evaluated_individuals,min_fitness,max_fitness,avg_fitness,std_fitness
0,422,0.0002401051197331958,0.00030308271334394016,0.00027034429358997243,1.055648935882333e-05
1,436,0.0002401051197331958,0.00030308271334394016,0.0002705393657937872,1.1309054075590724e-05
2,431,0.0002401051197331958,0.00030308271334394016,0.00027096328876026563,1.1867420533361435e-05
3,430,0.00024348283291678215,0.00030308271334394016,0.00027235627307644185,1.2712091205969599e-05
4,425,0.00024348283291678215,0.00030308271334394016,0.00027259652549368893,1.289664955619958e-05
5,413,0.00024348283291678215,0.00030308271334394016,0.00027284207433618085,1.2543636876552769e-05
6,409,0.00024348283291678215,0.00030308271334394016,0.0002727178922361895,1.2394713688957879e-05
7,414,0.00024348283291678215,0.00030308271334394016,0.0002735431439251562,1.2504827776107033e-05
8,427,0.00024348283291678215,0.00030308271334394016,0.00027363080341375715,1.3413599064219538e-05
9,430,0.00024348283291678215,0.00030308271334394016,0.0002740745609610539,1.3504557772402767e-05
10,428,0.00024348283291678215,0.00030308271334394016,0.0002741638227620695,1.28858722511439e-05
11,435,0.00024348283291678215,0.00030308271334394016,0.0002748869063665188,1.268800386210077e-05
12,431,0.00024348283291678215,0.00030308271334394016,0.00027519608923755253,1.2641912940210239e-05
13,434,0.00024348283291678215,0.00030308271334394016,0.000275324239030207,1.2513941446224378e-05
14,435,0.00024348283291678215,0.00030308271334394016,0.00027704049110815104,1.2680396804559043e-05
15,414,0.00024348283291678215,0.00030308271334394016,0.00027803924815925904,1.2947891728283599e-05
16,418,0.00024348283291678215,0.00030308271334394016,0.0002793122576511963,1.354620589526943e-05
17,411,0.00024348283291678215,0.00030308271334394016,0.00028024307459211374,1.4015848239689155e-05
18,421,0.00024348283291678215,0.00030308271334394016,0.0002801574031299445,1.3863779653883894e-05
19,427,0.00024348283291678215,0.00030308271334394016,0.0002805567923926357,1.3306318721480705e-05
20,442,0.00024348283291678215,0.00030308271334394016,0.00028133900069534534,1.3100449320909313e-05
21,424,0.00024348283291678215,0.00030308271334394016,0.0002819222239604059,1.265541097112652e-05
22,430,0.00024348283291678215,0.00030308271334394016,0.00028092082226574425,1.275275591042728e-05
23,418,0.00024348283291678215,0.00030308271334394016,0.0002815050278508292,1.2265683545120393e-05
24,429,0.00024348283291678215,0.00030308271334394016,0.0002818703912338506,1.1680786332121778e-05
25,428,0.00024743393339841653,0.00030308271334394016,0.00028222099645027696,1.1722905135469e-05
26,431,0.00024743393339841653,0.00030308271334394016,0.0002828936356802965,1.2194144678473551e-05
27,441,0.00024743393339841653,0.00030308271334394016,0.00028282071891513633,1.2324959334355293e-05
28,402,0.00024743393339841653,0.00030308271334394016,0.00028333090798518025,1.2422757104875679e-05
29,420,0.00024743393339841653,0.00030308271334394016,0.0002841709735681751,1.2172250739487134e-05
30,421,0.00024743393339841653,0.00030308271334394016,0.0002850692278365741,1.1773813875697526e-05
31,425,0.0002611199510822819,0.00030308271334394016,0.00028535594068934906,1.1356878543389159e-05
32,440,0.0002611199510822819,0.00030308271334394016,0.00028609918380585026,1.0585234969709181e-05
33,422,0.00026193802722807594,0.00030308271334394016,0.0002856552174429903,1.0550798123842246e-05
34,418,0.00026193802722807594,0.00030308271334394016,0.0002856615989528679,1.042619648249382e-05
35,424,0.00026193802722807594,0.00030308271334394016,0.00028604607193764197,1.0309824247452862e-05
36,434,0.00026193802722807594,0.00030308271334394016,0.0002855289023784677,9.96396784025363e-06
37,421,0.00026193802722807594,0.00030308271334394016,0.0002853848663178657,9.795693715080489e-06
38,423,0.00026193802722807594,0.00030308271334394016,0.00028648284122808975,9.334097387462895e-06
39,413,0.00026193802722807594,0.00030308271334394016,0.0002864055906578157,9.4020056799744e-06
40,408,0.000265328630225188,0.00030308271334394016,0.00028707553348916834,9.501677512412362e-06
