generation,evaluated_individuals,min_fitness,max_fitness,avg_fitness,std_fitness
0,16,0.005139856975046916,0.007524762913226969,0.0070341377906538455,0.0006553835430116934
1,14,0.005099496409375141,0.007753037528042814,0.006861219887159898,0.0008647399817729212
2,14,0.005139856975046916,0.008331393512307411,0.007137499005982763,0.0006084980037695665
3,18,0.00518024405579751,0.007902079509439703,0.007150621158421834,0.0006004716567062881
4,20,0.006497154077688261,0.007909035284628501,0.007243106789543796,0.00032328971418736207
5,17,0.00558143069729296,0.008145481783255226,0.007086680116419235,0.0006140335303610684
6,20,0.005231114843440338,0.007975063205497906,0.007004397429167019,0.0007236713703603209
7,12,0.006695534103834262,0.007975063205497906,0.00713369886789552,0.00034886591832324147
8,20,0.006746756088356853,0.007592961256026604,0.007120737154257274,0.0002556258385926629
9,14,0.006405726156682647,0.007560060467488292,0.007118008963642936,0.00027649054889519026
10,18,0.005459573066733277,0.007751259316366196,0.0071856533044458975,0.0005200558451137134
11,14,0.0053238338707729815,0.007751259316366196,0.00720370586797549,0.0005461539737246051
12,18,0.005333931944146916,0.007791563755406796,0.007178502319936085,0.0004998444750789264
13,18,0.006699867835910665,0.008195970545157617,0.0072764420962627765,0.00032247077146016907
14,17,0.006616408078882162,0.008433075043540508,0.0071623064791220045,0.00039776277863476454
15,16,0.006765803210104637,0.007494452366718738,0.007157413869282175,0.00020252013493805902
16,18,0.006890690318714684,0.007533444018228959,0.007095931231817028,0.0001768944646722022
17,18,0.006386693484938571,0.007796062661715334,0.007091847754353576,0.0003436403194736464
18,18,0.006482406271016711,0.007665325404270774,0.007063990789705546,0.00027527675900249743
19,18,0.005232109597653394,0.007875308671425291,0.0070060055473925974,0.0005406380218236624
20,18,0.006544273740763871,0.007695334514263943,0.007143711876646827,0.00032017315897273817
21,18,0.006405364122812215,0.007688293661111146,0.007104249028782349,0.00034055283260632
22,20,0.006357618750895775,0.007461273156461686,0.006956670950076201,0.00035263740700767625
23,18,0.005371764898513206,0.00764097551813542,0.007013366138222077,0.0005974999981858034
24,17,0.006746125446527059,0.007626704205202699,0.00720254174767612,0.0003008908391695343
25,18,0.0055017362195263295,0.007523830416079512,0.006976143397107261,0.00046129894896012637
26,14,0.0055017362195263295,0.007667729294065779,0.006906570651550259,0.00046247943436318275
27,18,0.005363215125983754,0.007727109090452089,0.007002053760454037,0.0004794528710255105
28,18,0.006037219024365997,0.007670954430356333,0.0069210859371530474,0.0003720362565835138
29,20,0.005036496293623733,0.0074555052849592,0.006914838786021846,0.0005313809648537989
30,14,0.006234526515521622,0.0074555052849592,0.006977589962211759,0.0003049309541964146
31,16,0.006556806499290655,0.007757797582725124,0.007158373172128037,0.0003107570491505108
32,18,0.00501858533577056,0.007749079380317256,0.0070824734115375225,0.0005906752305034146
33,16,0.006556806499290655,0.007911776697025317,0.007166791695061653,0.0003080586113000182
34,18,0.006766440514796172,0.007583759060448993,0.0070756466927759,0.00021076508504166158
35,20,0.005351444684516907,0.0076682145669092995,0.007105355038479448,0.0004756633126620142
36,16,0.00537674201006518,0.007651803298446956,0.007109020138625685,0.0005110354447089314
37,18,0.006426373845169997,0.0077947438003724044,0.00708218911424721,0.0003569371815284351
38,14,0.0067610813420356805,0.007593051541191247,0.007139466945439575,0.0002313623667432701
39,20,0.006497950502911727,0.00745047319255949,0.007025236749301417,0.0002463760770468655
40,18,0.0062654713888944495,0.0075853833024091275,0.007023969488494907,0.00028496331810550987
41,16,0.006568417122605278,0.0075853833024091275,0.007102809921548496,0.0002629761013295508
42,20,0.00545307071242981,0.007825170589649828,0.007153436166788585,0.0004989495547905403
43,18,0.005210592571609369,0.008038041900449499,0.0070711068368945595,0.0006823749003143439
44,18,0.0052861755310150355,0.007689150504822989,0.006943404357227243,0.0006633183315184137
45,18,0.0052861755310150355,0.007963328905973658,0.007071039070962489,0.0006313616323531144
46,16,0.005514969144586035,0.007948932070473183,0.007079122463820263,0.0006066045964869935
47,16,0.005492447758342944,0.007859294120852636,0.007098281871482858,0.0005027951628107508
48,12,0.005492447758342944,0.007779508900016196,0.006906026774712676,0.0005820017800770653
49,20,0.005912652744364286,0.007837338726469896,0.007160883081491776,0.00047406533302479174
