generation,evaluated_individuals,min_fitness,max_fitness,avg_fitness,std_fitness
0,10,0.002096538315576127,0.003111141823453167,0.0027580249466833693,0.0004346902328545371
1,8,0.002096538315576127,0.003111141823453167,0.002769193849797001,0.00044212132559243893
2,8,0.003000128589968421,0.003111141823453167,0.003036991321309069,3.83690165323933e-05
3,10,0.003026200965111268,0.003111141823453167,0.003060177308448028,4.161235225034607e-05
4,10,0.003026200965111268,0.003111141823453167,0.003034695050945458,2.54822575025758e-05
